,Pokemon,Type,Species,Height,Weight,Abilities,EV Yield,Catch Rate,Base Friendship,Base Exp,Growth Rate,Egg Groups,Gender,Egg Cycles,HP Base,HP Min,HP Max,Attack Base,Attack Min,Attack Max,Defense Base,Defense Min,Defense Max,Special Attack Base,Special Attack Min,Special Attack Max,Special Defense Base,Special Defense Min,Special Defense Max,Speed Base,Speed Min,Speed Max,_name,id,name,pokedex_id,type1,type2,primary_color,shape,legendary,mega_evolution,alolan_form,galarian_form,gigantamax,image_fn
679,Morgrem,"Dark, Fairy",Devious Pokémon,0.8 m (2′07″),12.5 kg (27.6 lbs),"1. Prankster, 2. Frisk, Pickpocket (hidden ability)",2 Sp. Atk,"120 (15.7% with PokéBall, full HP)",50 (normal),130,Medium Fast,"Fairy, Human-Like","100% male, 0% female","20 (4,884–5,140 steps)",65,240,334,60,112,240,45,85,207,75,139,273,55,103,229,70,130,262,morgrem,1065.0,Morgrem,860.0,Dark,Fairy,Pink,Humanoid,False,False,False,False,False,['860']
680,Morpeko Full Belly Mode,"Electric, Dark",Two-Sided Pokémon,0.3 m (1′00″),3.0 kg (6.6 lbs),1. Hunger Switch,2 Speed,"180 (23.5% with PokéBall, full HP)",50 (normal),153,Medium Fast,"Fairy, Field","50% male, 50% female","10 (2,314–2,570 steps)",58,226,320,95,175,317,58,108,236,70,130,262,58,108,236,97,179,322,morpeko full belly mode,,,,,,,,,,,,,
681,Morpeko Hangry Mode,"Electric, Dark",Two-Sided Pokémon,0.3 m (1′00″),3.0 kg (6.6 lbs),1. Hunger Switch,2 Speed,"180 (23.5% with PokéBall, full HP)",50 (normal),153,Medium Fast,"Fairy, Field","50% male, 50% female","10 (2,314–2,570 steps)",58,226,320,95,175,317,58,108,236,70,130,262,58,108,236,97,179,322,morpeko hangry mode,,,,,,,,,,,,,
682,Mothim,"Bug, Flying",Moth Pokémon,0.9 m (2′11″),23.3 kg (51.4 lbs),"1. Swarm, Tinted Lens (hidden ability)","1 Attack, 1 Sp. Atk","45 (5.9% with PokéBall, full HP)",50 (normal),148,Medium Fast,Bug,"100% male, 0% female","15 (3,599–3,855 steps)",70,250,344,94,173,315,50,94,218,94,173,315,50,94,218,66,123,254,mothim,524.0,Mothim,414.0,Bug,Flying,Yellow,Bug-Wings,False,False,False,False,False,['414']
683,Mr. Mime,"Psychic, Fairy",Barrier Pokémon,1.3 m (4′03″),54.5 kg (120.2 lbs),"1. Soundproof, 2. Filter, Technician (hidden ability)",2 Sp. Def,"45 (5.9% with PokéBall, full HP)",50 (normal),161,Medium Fast,Human-Like,"50% male, 50% female","25 (6,169–6,425 steps)",40,190,284,45,85,207,65,121,251,100,184,328,120,220,372,90,166,306,mr. mime,,,,,,,,,,,,,
684,Galarian Mr. Mime,"Ice, Psychic",Dancing Pokémon,1.4 m (4′07″),56.8 kg (125.2 lbs),"1. Vital Spirit, 2. Screen Cleaner, Ice Body (hidden ability)",2 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),161,Medium Fast,Human-Like,"50% male, 50% female","25 (6,169–6,425 steps)",50,210,304,65,121,251,65,121,251,90,166,306,90,166,306,100,184,328,galarian mr. mime,,,,,,,,,,,,,
685,Mr. Rime,"Ice, Psychic",Comedian Pokémon,1.5 m (4′11″),58.2 kg (128.3 lbs),"1. Tangled Feet, 2. Screen Cleaner, Ice Body (hidden ability)",3 Sp. Atk,"45 (5.9% with PokéBall, full HP)",50 (normal),182,Medium Fast,Human-Like,"50% male, 50% female","25 (6,169–6,425 steps)",80,270,364,85,157,295,75,139,273,110,202,350,100,184,328,70,130,262,mr. rime,,,,,,,,,,,,,
686,Mudbray,Ground,Donkey Pokémon,1.0 m (3′03″),110.0 kg (242.5 lbs),"1. Own Tempo, 2. Stamina, Inner Focus (hidden ability)",1 Attack,"190 (24.8% with PokéBall, full HP)",50 (normal),77,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",70,250,344,100,184,328,70,130,262,45,85,207,55,103,229,45,85,207,mudbray,913.0,Mudbray,749.0,Ground,,Brown,Quadruped,False,False,False,False,False,['749']
687,Mudkip,Water,Mud Fish Pokémon,0.4 m (1′04″),7.6 kg (16.8 lbs),"1. Torrent, Damp (hidden ability)",1 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),62,Medium Slow,"Monster, Water 1","87.5% male, 12.5% female","20 (4,884–5,140 steps)",50,210,304,70,130,262,50,94,218,50,94,218,50,94,218,40,76,196,mudkip,338.0,Mudkip,258.0,Water,,Blue,Quadruped,False,False,False,False,False,['258']
688,Mudsdale,Ground,Draft Horse Pokémon,2.5 m (8′02″),920.0 kg (2028.3 lbs),"1. Own Tempo, 2. Stamina, Inner Focus (hidden ability)",2 Attack,"60 (7.8% with PokéBall, full HP)",50 (normal),175,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",100,310,404,125,229,383,100,184,328,55,103,229,85,157,295,35,67,185,mudsdale,914.0,Mudsdale,750.0,Ground,,Brown,Quadruped,False,False,False,False,False,['750']
689,Muk,Poison,Sludge Pokémon,1.2 m (3′11″),30.0 kg (66.1 lbs),"1. Stench, 2. Sticky Hold, Poison Touch (hidden ability)","1 HP, 1 Attack","75 (9.8% with PokéBall, full HP)",50 (normal),175,Medium Fast,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)",105,320,414,105,193,339,75,139,273,65,121,251,100,184,328,50,94,218,muk,138.0,Muk,89.0,Poison,,Purple,Arms,False,False,False,False,False,['89']
690,Alolan Muk,"Poison, Dark",Sludge Pokémon,1.0 m (3′03″),52.0 kg (114.6 lbs),"1. Poison Touch, 2. Gluttony, Power of Alchemy (hidden ability)","1 HP, 1 Attack","75 (9.8% with PokéBall, full HP)",50 (normal),175,Medium Fast,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)",105,320,414,105,193,339,75,139,273,65,121,251,100,184,328,50,94,218,alolan muk,,,,,,,,,,,,,
691,Munchlax,Normal,Big Eater Pokémon,0.6 m (2′00″),105.0 kg (231.5 lbs),"1. Pickup, 2. Thick Fat, Gluttony (hidden ability)",1 HP,"50 (6.5% with PokéBall, full HP)",50 (normal),78,Slow,Undiscovered,"87.5% male, 12.5% female","40 (10,024–10,280 steps)",135,380,474,85,157,295,40,76,196,40,76,196,85,157,295,5,13,119,munchlax,558.0,Munchlax,446.0,Normal,,Black,Humanoid,False,False,False,False,False,['446']
692,Munkidori,"Poison, Psychic",Retainer Pokémon,1.0 m (3′03″),12.2 kg (26.9 lbs),"1. Toxic Chain, Frisk (hidden ability)",3 Sp. Atk,"3 (0.4% with PokéBall, full HP)",—,—,Slow,Undiscovered,"100% male, 0% female",—,88,286,380,75,139,273,66,123,254,130,238,394,90,166,306,106,195,342,munkidori,,,,,,,,,,,,,
693,Munna,Psychic,Dream Eater Pokémon,0.6 m (2′00″),23.3 kg (51.4 lbs),"1. Forewarn, 2. Synchronize, Telepathy (hidden ability)",1 HP,"190 (24.8% with PokéBall, full HP)",50 (normal),58,Fast,Field,"50% male, 50% female","10 (2,314–2,570 steps)",76,262,356,25,49,163,45,85,207,67,125,256,55,103,229,24,47,161,munna,639.0,Munna,517.0,Psychic,,Pink,Quadruped,False,False,False,False,False,['517']
694,Murkrow,"Dark, Flying",Darkness Pokémon,0.5 m (1′08″),2.1 kg (4.6 lbs),"1. Insomnia, 2. Super Luck, Prankster (hidden ability)",1 Speed,"30 (3.9% with PokéBall, full HP)",35 (lower than normal),81,Medium Slow,Flying,"50% male, 50% female","20 (4,884–5,140 steps)",60,230,324,85,157,295,42,80,201,85,157,295,42,80,201,91,168,309,murkrow,269.0,Murkrow,198.0,Dark,Flying,Black,Wings,False,False,False,False,False,['198']
695,Musharna,Psychic,Drowsing Pokémon,1.1 m (3′07″),60.5 kg (133.4 lbs),"1. Forewarn, 2. Synchronize, Telepathy (hidden ability)",2 HP,"75 (9.8% with PokéBall, full HP)",50 (normal),170,Fast,Field,"50% male, 50% female","10 (2,314–2,570 steps)",116,342,436,55,103,229,85,157,295,107,197,344,95,175,317,29,56,172,musharna,640.0,Musharna,518.0,Psychic,,Pink,Humanoid,False,False,False,False,False,['518']
696,Nacli,Rock,Rock Salt Pokémon,0.4 m (1′04″),16.0 kg (35.3 lbs),"1. Purifying Salt, 2. Sturdy, Clear Body (hidden ability)",1 Defense,"255 (33.3% with PokéBall, full HP)",50 (normal),56,Medium Slow,Mineral,"50% male, 50% female","20 (4,884–5,140 steps)",55,220,314,55,103,229,75,139,273,35,67,185,35,67,185,25,49,163,nacli,,,,,,,,,,,,,
697,Naclstack,Rock,Rock Salt Pokémon,0.6 m (2′00″),105.0 kg (231.5 lbs),"1. Purifying Salt, 2. Sturdy, Clear Body (hidden ability)",2 Defense,"120 (15.7% with PokéBall, full HP)",50 (normal),124,Medium Slow,Mineral,"50% male, 50% female","20 (4,884–5,140 steps)",60,230,324,60,112,240,100,184,328,35,67,185,65,121,251,35,67,185,naclstack,,,,,,,,,,,,,
698,Naganadel,"Poison, Dragon",Poison Pin Pokémon,3.6 m (11′10″),150.0 kg (330.7 lbs),1. Beast Boost,3 Sp. Atk,"45 (5.9% with PokéBall, full HP)",0 (lower than normal),243,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",73,256,350,73,135,269,73,135,269,127,233,388,73,135,269,121,222,375,naganadel,993.0,Naganadel,804.0,Poison,Dragon,Purple,Wings,False,False,False,False,False,['804']
699,Natu,"Psychic, Flying",Tiny Bird Pokémon,0.2 m (0′08″),2.0 kg (4.4 lbs),"1. Synchronize, 2. Early Bird, Magic Bounce (hidden ability)",1 Sp. Atk,"190 (24.8% with PokéBall, full HP)",50 (normal),64,Medium Fast,Flying,"50% male, 50% female","20 (4,884–5,140 steps)",40,190,284,50,94,218,45,85,207,70,130,262,45,85,207,70,130,262,natu,247.0,Natu,177.0,Psychic,Flying,Green,Wings,False,False,False,False,False,['177']
700,Necrozma,Psychic,Prism Pokémon,2.4 m (7′10″),230.0 kg (507.1 lbs),1. Prism Armor,"1 Attack, 2 Sp. Atk","255 (33.3% with PokéBall, full HP)",0 (lower than normal),270,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",97,304,398,107,197,344,101,186,331,127,233,388,89,164,304,79,146,282,necrozma,985.0,Necrozma,800.0,Psychic,,Black,Arms,True,False,False,False,False,['800_1']
701,Dusk Mane Necrozma,"Psychic, Steel",Prism Pokémon,3.8 m (12′06″),460.0 kg (1014.1 lbs),1. Prism Armor,3 Attack,"3 (0.4% with PokéBall, full HP)",0 (lower than normal),306,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",97,304,398,157,287,454,127,233,388,113,207,357,109,200,348,77,143,278,dusk mane necrozma,,,,,,,,,,,,,
702,Dawn Wings Necrozma,"Psychic, Ghost",Prism Pokémon,4.2 m (13′09″),350.0 kg (771.6 lbs),1. Prism Armor,3 Sp. Atk,"3 (0.4% with PokéBall, full HP)",0 (lower than normal),306,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",97,304,398,113,207,357,109,200,348,157,287,454,127,233,388,77,143,278,dawn wings necrozma,,,,,,,,,,,,,
703,Ultra Necrozma,"Psychic, Dragon",Prism Pokémon,7.5 m (24′07″),230.0 kg (507.1 lbs),1. Neuroforce,"1 Attack, 1 Sp. Atk, 1 Speed","3 (0.4% with PokéBall, full HP)",0 (lower than normal),339,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",97,304,398,167,305,476,97,179,322,167,305,476,97,179,322,129,236,392,ultra necrozma,,,,,,,,,,,,,
704,Nickit,Dark,Fox Pokémon,0.6 m (2′00″),8.9 kg (19.6 lbs),"1. Run Away, 2. Unburden, Stakeout (hidden ability)",1 Sp. Def,"255 (33.3% with PokéBall, full HP)",50 (normal),49,Fast,Field,"50% male, 50% female","15 (3,599–3,855 steps)",40,190,284,28,54,170,28,54,170,47,89,212,52,98,223,50,94,218,nickit,1022.0,Nickit,827.0,Dark,,Brown,Quadruped,False,False,False,False,False,['827']
705,Nidoking,"Poison, Ground",Drill Pokémon,1.4 m (4′07″),62.0 kg (136.7 lbs),"1. Poison Point, 2. Rivalry, Sheer Force (hidden ability)",3 Attack,"45 (5.9% with PokéBall, full HP)",50 (normal),227,Medium Slow,"Field, Monster","100% male, 0% female","20 (4,884–5,140 steps)",81,272,366,102,188,333,77,143,278,85,157,295,75,139,273,85,157,295,nidoking,63.0,Nidoking,34.0,Poison,Ground,Purple,Upright,False,False,False,False,False,['34']
706,Nidoqueen,"Poison, Ground",Drill Pokémon,1.3 m (4′03″),60.0 kg (132.3 lbs),"1. Poison Point, 2. Rivalry, Sheer Force (hidden ability)",3 HP,"45 (5.9% with PokéBall, full HP)",50 (normal),227,Medium Slow,Undiscovered,"0% male, 100% female","20 (4,884–5,140 steps)",90,290,384,92,170,311,87,161,300,75,139,273,85,157,295,76,141,276,nidoqueen,60.0,Nidoqueen,31.0,Poison,Ground,Blue,Upright,False,False,False,False,False,['31']
707,Nidoran♀ (female) Nidoran♀,Poison,Poison Pin Pokémon,0.4 m (1′04″),7.0 kg (15.4 lbs),"1. Poison Point, 2. Rivalry, Hustle (hidden ability)",1 HP,"235 (30.7% with PokéBall, full HP)",50 (normal),55,Medium Slow,"Field, Monster","0% male, 100% female","20 (4,884–5,140 steps)",55,220,314,47,89,212,52,98,223,40,76,196,40,76,196,41,78,199,nidoran♀ (female) nidoran♀,,,,,,,,,,,,,
708,Nidoran♂ (male) Nidoran♂,Poison,Poison Pin Pokémon,0.5 m (1′08″),9.0 kg (19.8 lbs),"1. Poison Point, 2. Rivalry, Hustle (hidden ability)",1 Attack,"235 (30.7% with PokéBall, full HP)",50 (normal),55,Medium Slow,"Field, Monster","100% male, 0% female","20 (4,884–5,140 steps)",46,202,296,57,107,234,40,76,196,40,76,196,40,76,196,50,94,218,nidoran♂ (male) nidoran♂,,,,,,,,,,,,,
709,Nidorina,Poison,Poison Pin Pokémon,0.8 m (2′07″),20.0 kg (44.1 lbs),"1. Poison Point, 2. Rivalry, Hustle (hidden ability)",2 HP,"120 (15.7% with PokéBall, full HP)",50 (normal),128,Medium Slow,Undiscovered,"0% male, 100% female","20 (4,884–5,140 steps)",70,250,344,62,116,245,67,125,256,55,103,229,55,103,229,56,105,232,nidorina,59.0,Nidorina,30.0,Poison,,Blue,Quadruped,False,False,False,False,False,['30']
710,Nidorino,Poison,Poison Pin Pokémon,0.9 m (2′11″),19.5 kg (43.0 lbs),"1. Poison Point, 2. Rivalry, Hustle (hidden ability)",2 Attack,"120 (15.7% with PokéBall, full HP)",50 (normal),128,Medium Slow,"Field, Monster","100% male, 0% female","20 (4,884–5,140 steps)",61,232,326,72,134,267,57,107,234,55,103,229,55,103,229,65,121,251,nidorino,62.0,Nidorino,33.0,Poison,,Purple,Quadruped,False,False,False,False,False,['33']
711,Nihilego,"Rock, Poison",Parasite Pokémon,1.2 m (3′11″),55.5 kg (122.4 lbs),1. Beast Boost,3 Sp. Def,"45 (5.9% with PokéBall, full HP)",0 (lower than normal),257,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",109,328,422,53,99,225,47,89,212,127,233,388,131,240,397,103,189,335,nihilego,978.0,Nihilego,793.0,Rock,Poison,White,Tentacles,False,False,False,False,False,['793']
712,Nincada,"Bug, Ground",Trainee Pokémon,0.5 m (1′08″),5.5 kg (12.1 lbs),"1. Compound Eyes, Run Away (hidden ability)",1 Defense,"255 (33.3% with PokéBall, full HP)",50 (normal),53,Erratic,Bug,"50% male, 50% female","15 (3,599–3,855 steps)",31,172,266,45,85,207,90,166,306,30,58,174,30,58,174,40,76,196,nincada,374.0,Nincada,290.0,Bug,Ground,Gray,Armor,False,False,False,False,False,['290']
713,Ninetales,Fire,Fox Pokémon,1.1 m (3′07″),19.9 kg (43.9 lbs),"1. Flash Fire, Drought (hidden ability)","1 Sp. Def, 1 Speed","75 (9.8% with PokéBall, full HP)",50 (normal),177,Medium Fast,Field,"25% male, 75% female","20 (4,884–5,140 steps)",73,256,350,76,141,276,75,139,273,81,150,287,100,184,328,100,184,328,ninetales,68.0,Ninetales,38.0,Fire,,Yellow,Quadruped,False,False,False,False,False,['38']
714,Alolan Ninetales,"Ice, Fairy",Fox Pokémon,1.1 m (3′07″),19.9 kg (43.9 lbs),"1. Snow Cloak, Snow Warning (hidden ability)",2 Speed,"75 (9.8% with PokéBall, full HP)",50 (normal),177,Medium Fast,Field,"25% male, 75% female","20 (4,884–5,140 steps)",73,256,350,67,125,256,75,139,273,81,150,287,100,184,328,109,200,348,alolan ninetales,,,,,,,,,,,,,
715,Ninjask,"Bug, Flying",Ninja Pokémon,0.8 m (2′07″),12.0 kg (26.5 lbs),"1. Speed Boost, Infiltrator (hidden ability)",2 Speed,"120 (15.7% with PokéBall, full HP)",50 (normal),160,Erratic,Bug,"50% male, 50% female","15 (3,599–3,855 steps)",61,232,326,90,166,306,45,85,207,50,94,218,50,94,218,160,292,460,ninjask,375.0,Ninjask,291.0,Bug,Flying,Yellow,Bug-Wings,False,False,False,False,False,['291']
716,Noctowl,"Normal, Flying",Owl Pokémon,1.6 m (5′03″),40.8 kg (89.9 lbs),"1. Insomnia, 2. Keen Eye, Tinted Lens (hidden ability)",2 HP,"90 (11.8% with PokéBall, full HP)",50 (normal),158,Medium Fast,Flying,"50% male, 50% female","15 (3,599–3,855 steps)",100,310,404,50,94,218,50,94,218,86,159,298,96,177,320,70,130,262,noctowl,234.0,Noctowl,164.0,Normal,Flying,Brown,Wings,False,False,False,False,False,['164']
717,Noibat,"Flying, Dragon",Sound Wave Pokémon,0.5 m (1′08″),8.0 kg (17.6 lbs),"1. Frisk, 2. Infiltrator, Telepathy (hidden ability)",1 Speed,"190 (24.8% with PokéBall, full HP)",50 (normal),49,Medium Fast,"Dragon, Flying","50% male, 50% female","20 (4,884–5,140 steps)",40,190,284,30,58,174,35,67,185,45,85,207,40,76,196,55,103,229,noibat,863.0,Noibat,714.0,Flying,Dragon,Purple,Wings,False,False,False,False,False,['714']
718,Noivern,"Flying, Dragon",Sound Wave Pokémon,1.5 m (4′11″),85.0 kg (187.4 lbs),"1. Frisk, 2. Infiltrator, Telepathy (hidden ability)",2 Speed,"45 (5.9% with PokéBall, full HP)",50 (normal),187,Medium Fast,"Dragon, Flying","50% male, 50% female","20 (4,884–5,140 steps)",85,280,374,70,130,262,80,148,284,97,179,322,80,148,284,123,225,379,noivern,864.0,Noivern,715.0,Flying,Dragon,Purple,Wings,False,False,False,False,False,['715']
719,Nosepass,Rock,Compass Pokémon,1.0 m (3′03″),97.0 kg (213.8 lbs),"1. Sturdy, 2. Magnet Pull, Sand Force (hidden ability)",1 Defense,"255 (33.3% with PokéBall, full HP)",50 (normal),75,Medium Fast,Mineral,"50% male, 50% female","20 (4,884–5,140 steps)",30,170,264,45,85,207,135,247,405,45,85,207,90,166,306,30,58,174,nosepass,383.0,Nosepass,299.0,Rock,,Gray,Humanoid,False,False,False,False,False,['299']
720,Numel,"Fire, Ground",Numb Pokémon,0.7 m (2′04″),24.0 kg (52.9 lbs),"1. Oblivious, 2. Simple, Own Tempo (hidden ability)",1 Sp. Atk,"255 (33.3% with PokéBall, full HP)",50 (normal),61,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",60,230,324,60,112,240,40,76,196,65,121,251,45,85,207,35,67,185,numel,412.0,Numel,322.0,Fire,Ground,Yellow,Quadruped,False,False,False,False,False,['322']
721,Nuzleaf,"Grass, Dark",Wily Pokémon,1.0 m (3′03″),28.0 kg (61.7 lbs),"1. Chlorophyll, 2. Early Bird, Pickpocket (hidden ability)",2 Attack,"120 (15.7% with PokéBall, full HP)",50 (normal),119,Medium Slow,"Field, Grass","50% male, 50% female","15 (3,599–3,855 steps)",70,250,344,70,130,262,40,76,196,60,112,240,40,76,196,60,112,240,nuzleaf,357.0,Nuzleaf,274.0,Grass,Dark,Brown,Humanoid,False,False,False,False,False,['274']
722,Nymble,Bug,Grasshopper Pokémon,0.2 m (0′08″),1.0 kg (2.2 lbs),"1. Swarm, Tinted Lens (hidden ability)",1 Attack,"190 (24.8% with PokéBall, full HP)",20 (lower than normal),42,Medium Fast,Bug,"50% male, 50% female","20 (4,884–5,140 steps)",33,176,270,46,87,210,40,76,196,21,42,155,25,49,163,45,85,207,nymble,,,,,,,,,,,,,
723,Obstagoon,"Dark, Normal",Blocking Pokémon,1.6 m (5′03″),46.0 kg (101.4 lbs),"1. Reckless, 2. Guts, Defiant (hidden ability)",3 Defense,"45 (5.9% with PokéBall, full HP)",50 (normal),260,Medium Fast,Field,"50% male, 50% female","15 (3,599–3,855 steps)",93,296,390,90,166,306,101,186,331,60,112,240,81,150,287,95,175,317,obstagoon,1068.0,Obstagoon,862.0,Dark,Normal,Gray,Upright,False,False,False,False,False,['862']
724,Octillery,Water,Jet Pokémon,0.9 m (2′11″),28.5 kg (62.8 lbs),"1. Suction Cups, 2. Sniper, Moody (hidden ability)","1 Attack, 1 Sp. Atk","75 (9.8% with PokéBall, full HP)",50 (normal),168,Medium Fast,"Water 1, Water 2","50% male, 50% female","20 (4,884–5,140 steps)",75,260,354,105,193,339,75,139,273,105,193,339,75,139,273,45,85,207,octillery,300.0,Octillery,224.0,Water,,Red,Tentacles,False,False,False,False,False,['224']
725,Oddish,"Grass, Poison",Weed Pokémon,0.5 m (1′08″),5.4 kg (11.9 lbs),"1. Chlorophyll, Run Away (hidden ability)",1 Sp. Atk,"255 (33.3% with PokéBall, full HP)",50 (normal),64,Medium Slow,Grass,"50% male, 50% female","20 (4,884–5,140 steps)",45,200,294,50,94,218,55,103,229,75,139,273,65,121,251,30,58,174,oddish,74.0,Oddish,43.0,Grass,Poison,Blue,Legs,False,False,False,False,False,['43']
726,Ogerpon Teal Mask,Grass,Mask Pokémon,1.2 m (3′11″),39.8 kg (87.7 lbs),1. Defiant,3 Attack,"5 (0.7% with PokéBall, full HP)",—,—,Slow,Undiscovered,"0% male, 100% female",—,80,270,364,120,220,372,84,155,293,60,112,240,96,177,320,110,202,350,ogerpon teal mask,,,,,,,,,,,,,
727,Ogerpon Wellspring Mask,"Grass, Water",Mask Pokémon,1.2 m (3′11″),39.8 kg (87.7 lbs),1. Water Absorb,3 Attack,"5 (0.7% with PokéBall, full HP)",—,—,Slow,Undiscovered,"0% male, 100% female",—,80,270,364,120,220,372,84,155,293,60,112,240,96,177,320,110,202,350,ogerpon wellspring mask,,,,,,,,,,,,,
728,Ogerpon Hearthflame Mask,"Grass, Fire",Mask Pokémon,1.2 m (3′11″),39.8 kg (87.7 lbs),1. Mold Breaker,3 Attack,"5 (0.7% with PokéBall, full HP)",—,—,Slow,Undiscovered,"0% male, 100% female",—,80,270,364,120,220,372,84,155,293,60,112,240,96,177,320,110,202,350,ogerpon hearthflame mask,,,,,,,,,,,,,
729,Ogerpon Cornerstone Mask,"Grass, Rock",Mask Pokémon,1.2 m (3′11″),39.8 kg (87.7 lbs),1. Sturdy,3 Attack,"5 (0.7% with PokéBall, full HP)",—,—,Slow,Undiscovered,"0% male, 100% female",—,80,270,364,120,220,372,84,155,293,60,112,240,96,177,320,110,202,350,ogerpon cornerstone mask,,,,,,,,,,,,,
730,Oinkologne Male,Normal,Hog Pokémon,1.0 m (3′03″),120.0 kg (264.6 lbs),"1. Lingering Aroma, 2. Gluttony, Thick Fat (hidden ability)",2 HP,"100 (13.1% with PokéBall, full HP)",50 (normal),171,Medium Fast,Field,"100% male, 0% female","15 (3,599–3,855 steps)",110,330,424,100,184,328,75,139,273,59,110,238,80,148,284,65,121,251,oinkologne male,,,,,,,,,,,,,
731,Oinkologne Female,Normal,Hog Pokémon,1.0 m (3′03″),120.0 kg (264.6 lbs),"1. Aroma Veil, 2. Gluttony, Thick Fat (hidden ability)",2 HP,"100 (13.1% with PokéBall, full HP)",50 (normal),171,Medium Fast,Field,"0% male, 100% female","15 (3,599–3,855 steps)",115,340,434,90,166,306,70,130,262,59,110,238,90,166,306,65,121,251,oinkologne female,,,,,,,,,,,,,
732,Okidogi,"Poison, Fighting",Retainer Pokémon,1.8 m (5′11″),92.0 kg (202.8 lbs),"1. Toxic Chain, Guard Dog (hidden ability)",3 Attack,"3 (0.4% with PokéBall, full HP)",—,—,Slow,Undiscovered,"100% male, 0% female",—,88,286,380,128,234,390,115,211,361,58,108,236,86,159,298,80,148,284,okidogi,,,,,,,,,,,,,
733,Omanyte,"Rock, Water",Spiral Pokémon,0.4 m (1′04″),7.5 kg (16.5 lbs),"1. Swift Swim, 2. Shell Armor, Weak Armor (hidden ability)",1 Defense,"45 (5.9% with PokéBall, full HP)",50 (normal),71,Medium Fast,"Water 1, Water 3","87.5% male, 12.5% female","30 (7,454–7,710 steps)",35,180,274,40,76,196,100,184,328,90,166,306,55,103,229,35,67,185,omanyte,201.0,Omanyte,138.0,Rock,Water,Blue,Tentacles,False,False,False,False,False,['138']
