,Height,Weight,Catch Rate,Base Friendship,Base Exp,Growth Rate,Egg Groups,Gender,Egg Cycles,HP Base,HP Min,HP Max,Attack Base,Attack Min,Attack Max,Defense Base,Defense Min,Defense Max,Special Attack Base,Special Attack Min,Special Attack Max,Special Defense Base,Special Defense Min,Special Defense Max,Speed Base,Speed Min,Speed Max,_name,name,type1,type2,primary_color,shape,legendary,mega_evolution,alolan_form,galarian_form,gigantamax,_name_clean
645,1.5 m (4′11″),31.2 kg (68.8 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),265,Medium Slow,"Field, Grass","87.5% male, 12.5% female","20 (4,884–5,140 steps)",76,262,356,110,202,350,70,130,262,81,150,287,70,130,262,123,225,379,meowscarada,Remoraid,Water,,Gray,Fish,,,,,,meowscarada
646,0.6 m (2′00″),8.5 kg (18.7 lbs),"75 (9.8% with PokéBall, full HP)",50 (normal),163,Medium Fast,Field,"100% male, 0% female","20 (4,884–5,140 steps)",74,258,352,48,90,214,76,141,276,83,153,291,81,150,287,104,191,337,meowstic male,Meowstic Male,Psychic,,Blue,Upright,False,False,False,False,False,meowstic male
647,0.6 m (2′00″),8.5 kg (18.7 lbs),"75 (9.8% with PokéBall, full HP)",50 (normal),163,Medium Fast,Field,"0% male, 100% female","20 (4,884–5,140 steps)",74,258,352,48,90,214,76,141,276,83,153,291,81,150,287,104,191,337,meowstic female,Meowstic Female,Psychic,,Blue,Upright,False,False,False,False,False,meowstic female
648,0.4 m (1′04″),4.2 kg (9.3 lbs),"255 (33.3% with PokéBall, full HP)",50 (normal),58,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",40,190,284,45,85,207,35,67,185,40,76,196,40,76,196,90,166,306,meowth,Meowth,Normal,,Yellow,Quadruped,False,False,False,False,False,meowth
649,0.4 m (1′04″),4.2 kg (9.3 lbs),"255 (33.3% with PokéBall, full HP)",50 (normal),58,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",40,190,284,35,67,185,35,67,185,50,94,218,40,76,196,90,166,306,alolan meowth,Meowth,Normal,,Yellow,Quadruped,,,,,,meowth
650,0.4 m (1′04″),7.5 kg (16.5 lbs),"255 (33.3% with PokéBall, full HP)",50 (normal),58,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",50,210,304,65,121,251,55,103,229,40,76,196,40,76,196,40,76,196,galarian meowth,Meowth,Normal,,Yellow,Quadruped,,,,,,meowth
651,0.3 m (1′00″),0.3 kg (0.7 lbs),"3 (0.4% with PokéBall, full HP)",140 (higher than normal),290,Slow,Undiscovered,Genderless,"80 (20,304–20,560 steps)",80,270,364,105,193,339,105,193,339,105,193,339,105,193,339,80,148,284,mesprit,Mesprit,Psychic,,Pink,Upright,True,False,False,False,False,mesprit
652,1.6 m (5′03″),550.0 kg (1212.5 lbs),"3 (0.4% with PokéBall, full HP)",35 (lower than normal),270,Slow,Mineral,Genderless,"40 (10,024–10,280 steps)",80,270,364,135,247,405,130,238,394,95,175,317,90,166,306,70,130,262,metagross,Metagross,Steel,Psychic,Blue,Heads,False,False,False,False,False,metagross
653,2.5 m (8′02″),942.9 kg (2078.7 lbs),"3 (0.4% with PokéBall, full HP)",35 (lower than normal),315,Slow,Mineral,Genderless,"40 (10,024–10,280 steps)",80,270,364,145,265,427,150,274,438,105,193,339,110,202,350,110,202,350,mega metagross,Metagross,Steel,,Blue,Heads,,,,,,metagross
654,1.2 m (3′11″),202.5 kg (446.4 lbs),"3 (0.4% with PokéBall, full HP)",35 (lower than normal),147,Slow,Mineral,Genderless,"40 (10,024–10,280 steps)",60,230,324,75,139,273,100,184,328,55,103,229,80,148,284,50,94,218,metang,Metang,Steel,Psychic,Blue,Arms,False,False,False,False,False,metang
655,0.7 m (2′04″),9.9 kg (21.8 lbs),"120 (15.7% with PokéBall, full HP)",50 (normal),72,Medium Fast,Bug,"50% male, 50% female","15 (3,599–3,855 steps)",50,210,304,20,40,152,55,103,229,25,49,163,25,49,163,30,58,174,metapod,Metapod,Bug,,Green,Squiggle,False,False,False,False,False,metapod
656,0.4 m (1′04″),4.0 kg (8.8 lbs),"45 (5.9% with PokéBall, full HP)",100 (higher than normal),300,Medium Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",100,310,404,100,184,328,100,184,328,100,184,328,100,184,328,100,184,328,mew,Mew,Psychic,,Pink,Upright,True,False,False,False,False,mew
657,2.0 m (6′07″),122.0 kg (269.0 lbs),"3 (0.4% with PokéBall, full HP)",0 (lower than normal),340,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",106,322,416,110,202,350,90,166,306,154,281,447,90,166,306,130,238,394,mewtwo,Mewtwo,Psychic,,Purple,Upright,True,False,False,False,False,mewtwo
658,2.3 m (7′07″),127.0 kg (280.0 lbs),"3 (0.4% with PokéBall, full HP)",0 (lower than normal),351,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",106,322,416,190,346,526,100,184,328,154,281,447,100,184,328,130,238,394,mega mewtwo x,Mewtwo,Psychic,,Purple,Upright,,,,,,mewtwo x
659,1.5 m (4′11″),33.0 kg (72.8 lbs),"3 (0.4% with PokéBall, full HP)",0 (lower than normal),351,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",106,322,416,150,274,438,70,130,262,194,353,535,120,220,372,140,256,416,mega mewtwo y,Mewtwo,Psychic,,Purple,Upright,,,,,,mewtwo y
660,0.9 m (2′11″),20.0 kg (44.1 lbs),"180 (23.5% with PokéBall, full HP)",50 (normal),70,Medium Slow,"Field, Human-Like","50% male, 50% female","25 (6,169–6,425 steps)",45,200,294,85,157,295,50,94,218,55,103,229,50,94,218,65,121,251,mienfoo,Mienfoo,Fighting,,Yellow,Upright,False,False,False,False,False,mienfoo
661,1.4 m (4′07″),35.5 kg (78.3 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),179,Medium Slow,"Field, Human-Like","50% male, 50% female","25 (6,169–6,425 steps)",65,240,334,125,229,383,60,112,240,95,175,317,60,112,240,105,193,339,mienshao,Mienshao,Fighting,,Purple,Upright,False,False,False,False,False,mienshao
662,1.0 m (3′03″),37.0 kg (81.6 lbs),"127 (16.6% with PokéBall, full HP)",50 (normal),147,Medium Fast,Field,"50% male, 50% female","15 (3,599–3,855 steps)",70,250,344,90,166,306,70,130,262,60,112,240,60,112,240,70,130,262,mightyena,Mightyena,Dark,,Gray,Quadruped,False,False,False,False,False,mightyena
663,0.2 m (0′08″),0.3 kg (0.7 lbs),"200 (26.1% with PokéBall, full HP)",50 (normal),54,Medium Fast,"Amorphous, Fairy","0% male, 100% female","20 (4,884–5,140 steps)",45,200,294,40,76,196,40,76,196,50,94,218,61,114,243,34,65,183,milcery,Milcery,Fairy,,White,Ball,False,False,False,False,False,milcery
664,6.2 m (20′04″),162.0 kg (357.1 lbs),"60 (7.8% with PokéBall, full HP)",50 (normal),189,Erratic,"Dragon, Water 1","50% male, 50% female","20 (4,884–5,140 steps)",95,300,394,60,112,240,79,146,282,100,184,328,125,229,383,81,150,287,milotic,Milotic,Water,,Pink,Squiggle,False,False,False,False,False,milotic
665,1.2 m (3′11″),75.5 kg (166.4 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),172,Slow,Field,"0% male, 100% female","20 (4,884–5,140 steps)",95,300,394,80,148,284,105,193,339,40,76,196,70,130,262,100,184,328,miltank,Miltank,Normal,,Pink,Upright,False,False,False,False,False,miltank
666,0.6 m (2′00″),13.0 kg (28.7 lbs),"145 (19.0% with PokéBall, full HP)",50 (normal),62,Medium Fast,Undiscovered,"50% male, 50% female","25 (6,169–6,425 steps)",20,150,244,25,49,163,45,85,207,70,130,262,90,166,306,60,112,240,mime jr.,Grimer,Poison,,Purple,Arms,,,,,,mime jr
667,0.2 m (0′08″),0.7 kg (1.5 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),167,Medium Fast,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)",55,220,314,90,166,306,80,148,284,50,94,218,105,193,339,96,177,320,mimikyu,Simipour,Water,,Blue,Upright,,,,,,mimikyu
668,0.4 m (1′04″),5.8 kg (12.8 lbs),"255 (33.3% with PokéBall, full HP)",50 (normal),60,Fast,Field,"25% male, 75% female","15 (3,599–3,855 steps)",55,220,314,50,94,218,40,76,196,40,76,196,40,76,196,75,139,273,minccino,Minccino,Normal,,Gray,Quadruped,False,False,False,False,False,minccino
669,0.3 m (1′00″),40.0 kg (88.2 lbs),"30 (3.9% with PokéBall, full HP)",50 (normal),154,Medium Slow,Mineral,Genderless,"25 (6,169–6,425 steps)",60,230,324,60,112,240,100,184,328,60,112,240,100,184,328,60,112,240,minior meteor form,Serperior,Grass,,Green,Squiggle,,,,,,minior meteor
670,0.3 m (1′00″),0.3 kg (0.7 lbs),"30 (3.9% with PokéBall, full HP)",50 (normal),175,Medium Slow,Mineral,Genderless,"25 (6,169–6,425 steps)",60,230,324,100,184,328,60,112,240,100,184,328,60,112,240,120,220,372,minior core form,Alcremie,Fairy,,White,Blob,,,,,,minior core
671,0.4 m (1′04″),4.2 kg (9.3 lbs),"200 (26.1% with PokéBall, full HP)",50 (normal),142,Medium Fast,Fairy,"50% male, 50% female","20 (4,884–5,140 steps)",60,230,324,40,76,196,50,94,218,75,139,273,85,157,295,95,175,317,minun,Minun,Electric,,Yellow,Upright,False,False,False,False,False,minun
672,3.5 m (11′06″),240.0 kg (529.1 lbs),"3 (0.4% with PokéBall, full HP)",0 (lower than normal),335,Slow,Undiscovered,Genderless,"50 (12,594–12,850 steps)",100,310,404,85,157,295,100,184,328,135,247,405,115,211,361,135,247,405,miraidon,Drapion,Poison,,Purple,Armor,,,,,,miraidon
673,0.7 m (2′04″),1.0 kg (2.2 lbs),"45 (5.9% with PokéBall, full HP)",35 (lower than normal),87,Fast,Amorphous,"50% male, 50% female","25 (6,169–6,425 steps)",60,230,324,60,112,240,60,112,240,85,157,295,85,157,295,85,157,295,misdreavus,Misdreavus,Ghost,,Gray,Ball,False,False,False,False,False,misdreavus
674,0.9 m (2′11″),4.4 kg (9.7 lbs),"45 (5.9% with PokéBall, full HP)",35 (lower than normal),173,Fast,Amorphous,"50% male, 50% female","25 (6,169–6,425 steps)",60,230,324,60,112,240,60,112,240,105,193,339,105,193,339,105,193,339,mismagius,Mismagius,Ghost,,Purple,Ball,False,False,False,False,False,mismagius
675,2.0 m (6′07″),60.0 kg (132.3 lbs),"3 (0.4% with PokéBall, full HP)",35 (lower than normal),290,Slow,Undiscovered,Genderless,"80 (20,304–20,560 steps)",90,290,384,100,184,328,90,166,306,125,229,383,85,157,295,90,166,306,moltres,Moltres,Fire,Flying,Yellow,Wings,True,False,False,False,False,moltres
676,2.0 m (6′07″),66.0 kg (145.5 lbs),"3 (0.4% with PokéBall, full HP)",35 (lower than normal),290,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",90,290,384,85,157,295,90,166,306,100,184,328,125,229,383,90,166,306,galarian moltres,Moltres,Fire,,Yellow,Wings,,,,,,moltres
677,0.9 m (2′11″),22.0 kg (48.5 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),142,Medium Slow,"Field, Human-Like","87.5% male, 12.5% female","20 (4,884–5,140 steps)",64,238,332,78,144,280,52,98,223,78,144,280,52,98,223,81,150,287,monferno,Monferno,Fire,Fighting,Brown,Upright,False,False,False,False,False,monferno
678,0.2 m (0′08″),1.5 kg (3.3 lbs),"190 (24.8% with PokéBall, full HP)",50 (normal),57,Medium Fast,Grass,"50% male, 50% female","20 (4,884–5,140 steps)",40,190,284,35,67,185,55,103,229,65,121,251,75,139,273,15,31,141,morelull,Morelull,Grass,Fairy,Purple,Blob,False,False,False,False,False,morelull
679,0.8 m (2′07″),12.5 kg (27.6 lbs),"120 (15.7% with PokéBall, full HP)",50 (normal),130,Medium Fast,"Fairy, Human-Like","100% male, 0% female","20 (4,884–5,140 steps)",65,240,334,60,112,240,45,85,207,75,139,273,55,103,229,70,130,262,morgrem,Morgrem,Dark,Fairy,Pink,Humanoid,False,False,False,False,False,morgrem
680,0.3 m (1′00″),3.0 kg (6.6 lbs),"180 (23.5% with PokéBall, full HP)",50 (normal),153,Medium Fast,"Fairy, Field","50% male, 50% female","10 (2,314–2,570 steps)",58,226,320,95,175,317,58,108,236,70,130,262,58,108,236,97,179,322,morpeko full belly mode,Illumise,Bug,,Purple,Humanoid,,,,,,morpeko full belly
681,0.3 m (1′00″),3.0 kg (6.6 lbs),"180 (23.5% with PokéBall, full HP)",50 (normal),153,Medium Fast,"Fairy, Field","50% male, 50% female","10 (2,314–2,570 steps)",58,226,320,95,175,317,58,108,236,70,130,262,58,108,236,97,179,322,morpeko hangry mode,Pangoro,Fighting,,White,Humanoid,,,,,,morpeko hangry
682,0.9 m (2′11″),23.3 kg (51.4 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),148,Medium Fast,Bug,"100% male, 0% female","15 (3,599–3,855 steps)",70,250,344,94,173,315,50,94,218,94,173,315,50,94,218,66,123,254,mothim,Mothim,Bug,Flying,Yellow,Bug-Wings,False,False,False,False,False,mothim
683,1.3 m (4′03″),54.5 kg (120.2 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),161,Medium Fast,Human-Like,"50% male, 50% female","25 (6,169–6,425 steps)",40,190,284,45,85,207,65,121,251,100,184,328,120,220,372,90,166,306,mr. mime,Grimer,Poison,,Purple,Arms,,,,,,mr mime
684,1.4 m (4′07″),56.8 kg (125.2 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),161,Medium Fast,Human-Like,"50% male, 50% female","25 (6,169–6,425 steps)",50,210,304,65,121,251,65,121,251,90,166,306,90,166,306,100,184,328,galarian mr. mime,Grimer,Poison,,Purple,Arms,,,,,,mr mime
685,1.5 m (4′11″),58.2 kg (128.3 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),182,Medium Fast,Human-Like,"50% male, 50% female","25 (6,169–6,425 steps)",80,270,364,85,157,295,75,139,273,110,202,350,100,184,328,70,130,262,mr. rime,Grimer,Poison,,Purple,Arms,,,,,,mr rime
686,1.0 m (3′03″),110.0 kg (242.5 lbs),"190 (24.8% with PokéBall, full HP)",50 (normal),77,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",70,250,344,100,184,328,70,130,262,45,85,207,55,103,229,45,85,207,mudbray,Mudbray,Ground,,Brown,Quadruped,False,False,False,False,False,mudbray
687,0.4 m (1′04″),7.6 kg (16.8 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),62,Medium Slow,"Monster, Water 1","87.5% male, 12.5% female","20 (4,884–5,140 steps)",50,210,304,70,130,262,50,94,218,50,94,218,50,94,218,40,76,196,mudkip,Mudkip,Water,,Blue,Quadruped,False,False,False,False,False,mudkip
688,2.5 m (8′02″),920.0 kg (2028.3 lbs),"60 (7.8% with PokéBall, full HP)",50 (normal),175,Medium Fast,Field,"50% male, 50% female","20 (4,884–5,140 steps)",100,310,404,125,229,383,100,184,328,55,103,229,85,157,295,35,67,185,mudsdale,Mudsdale,Ground,,Brown,Quadruped,False,False,False,False,False,mudsdale
689,1.2 m (3′11″),30.0 kg (66.1 lbs),"75 (9.8% with PokéBall, full HP)",50 (normal),175,Medium Fast,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)",105,320,414,105,193,339,75,139,273,65,121,251,100,184,328,50,94,218,muk,Muk,Poison,,Purple,Arms,False,False,False,False,False,muk
690,1.0 m (3′03″),52.0 kg (114.6 lbs),"75 (9.8% with PokéBall, full HP)",50 (normal),175,Medium Fast,Amorphous,"50% male, 50% female","20 (4,884–5,140 steps)",105,320,414,105,193,339,75,139,273,65,121,251,100,184,328,50,94,218,alolan muk,Muk,Poison,,Purple,Arms,,,,,,muk
691,0.6 m (2′00″),105.0 kg (231.5 lbs),"50 (6.5% with PokéBall, full HP)",50 (normal),78,Slow,Undiscovered,"87.5% male, 12.5% female","40 (10,024–10,280 steps)",135,380,474,85,157,295,40,76,196,40,76,196,85,157,295,5,13,119,munchlax,Munchlax,Normal,,Black,Humanoid,False,False,False,False,False,munchlax
692,1.0 m (3′03″),12.2 kg (26.9 lbs),"3 (0.4% with PokéBall, full HP)",—,—,Slow,Undiscovered,"100% male, 0% female",—,88,286,380,75,139,273,66,123,254,130,238,394,90,166,306,106,195,342,munkidori,Houndour,Dark,,Black,Quadruped,,,,,,munkidori
693,0.6 m (2′00″),23.3 kg (51.4 lbs),"190 (24.8% with PokéBall, full HP)",50 (normal),58,Fast,Field,"50% male, 50% female","10 (2,314–2,570 steps)",76,262,356,25,49,163,45,85,207,67,125,256,55,103,229,24,47,161,munna,Munna,Psychic,,Pink,Quadruped,False,False,False,False,False,munna
694,0.5 m (1′08″),2.1 kg (4.6 lbs),"30 (3.9% with PokéBall, full HP)",35 (lower than normal),81,Medium Slow,Flying,"50% male, 50% female","20 (4,884–5,140 steps)",60,230,324,85,157,295,42,80,201,85,157,295,42,80,201,91,168,309,murkrow,Murkrow,Dark,Flying,Black,Wings,False,False,False,False,False,murkrow
695,1.1 m (3′07″),60.5 kg (133.4 lbs),"75 (9.8% with PokéBall, full HP)",50 (normal),170,Fast,Field,"50% male, 50% female","10 (2,314–2,570 steps)",116,342,436,55,103,229,85,157,295,107,197,344,95,175,317,29,56,172,musharna,Musharna,Psychic,,Pink,Humanoid,False,False,False,False,False,musharna
696,0.4 m (1′04″),16.0 kg (35.3 lbs),"255 (33.3% with PokéBall, full HP)",50 (normal),56,Medium Slow,Mineral,"50% male, 50% female","20 (4,884–5,140 steps)",55,220,314,55,103,229,75,139,273,35,67,185,35,67,185,25,49,163,nacli,Binacle,Rock,,Brown,Heads,,,,,,nacli
697,0.6 m (2′00″),105.0 kg (231.5 lbs),"120 (15.7% with PokéBall, full HP)",50 (normal),124,Medium Slow,Mineral,"50% male, 50% female","20 (4,884–5,140 steps)",60,230,324,60,112,240,100,184,328,35,67,185,65,121,251,35,67,185,naclstack,Lunala,Psychic,,Purple,Wings,,,,,,naclstack
698,3.6 m (11′10″),150.0 kg (330.7 lbs),"45 (5.9% with PokéBall, full HP)",0 (lower than normal),243,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",73,256,350,73,135,269,73,135,269,127,233,388,73,135,269,121,222,375,naganadel,Naganadel,Poison,Dragon,Purple,Wings,False,False,False,False,False,naganadel
699,0.2 m (0′08″),2.0 kg (4.4 lbs),"190 (24.8% with PokéBall, full HP)",50 (normal),64,Medium Fast,Flying,"50% male, 50% female","20 (4,884–5,140 steps)",40,190,284,50,94,218,45,85,207,70,130,262,45,85,207,70,130,262,natu,Natu,Psychic,Flying,Green,Wings,False,False,False,False,False,natu
700,2.4 m (7′10″),230.0 kg (507.1 lbs),"255 (33.3% with PokéBall, full HP)",0 (lower than normal),270,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",97,304,398,107,197,344,101,186,331,127,233,388,89,164,304,79,146,282,necrozma,Necrozma,Psychic,,Black,Arms,True,False,False,False,False,necrozma
701,3.8 m (12′06″),460.0 kg (1014.1 lbs),"3 (0.4% with PokéBall, full HP)",0 (lower than normal),306,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",97,304,398,157,287,454,127,233,388,113,207,357,109,200,348,77,143,278,dusk mane necrozma,Necrozma,Psychic,,Black,Arms,,,,,,dusk mane necrozma
702,4.2 m (13′09″),350.0 kg (771.6 lbs),"3 (0.4% with PokéBall, full HP)",0 (lower than normal),306,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",97,304,398,113,207,357,109,200,348,157,287,454,127,233,388,77,143,278,dawn wings necrozma,Necrozma,Psychic,,Black,Arms,,,,,,dawn wings necrozma
703,7.5 m (24′07″),230.0 kg (507.1 lbs),"3 (0.4% with PokéBall, full HP)",0 (lower than normal),339,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",97,304,398,167,305,476,97,179,322,167,305,476,97,179,322,129,236,392,ultra necrozma,Necrozma,Psychic,,Black,Arms,,,,,,ultra necrozma
704,0.6 m (2′00″),8.9 kg (19.6 lbs),"255 (33.3% with PokéBall, full HP)",50 (normal),49,Fast,Field,"50% male, 50% female","15 (3,599–3,855 steps)",40,190,284,28,54,170,28,54,170,47,89,212,52,98,223,50,94,218,nickit,Nickit,Dark,,Brown,Quadruped,False,False,False,False,False,nickit
705,1.4 m (4′07″),62.0 kg (136.7 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),227,Medium Slow,"Field, Monster","100% male, 0% female","20 (4,884–5,140 steps)",81,272,366,102,188,333,77,143,278,85,157,295,75,139,273,85,157,295,nidoking,Nidoking,Poison,Ground,Purple,Upright,False,False,False,False,False,nidoking
706,1.3 m (4′03″),60.0 kg (132.3 lbs),"45 (5.9% with PokéBall, full HP)",50 (normal),227,Medium Slow,Undiscovered,"0% male, 100% female","20 (4,884–5,140 steps)",90,290,384,92,170,311,87,161,300,75,139,273,85,157,295,76,141,276,nidoqueen,Nidoqueen,Poison,Ground,Blue,Upright,False,False,False,False,False,nidoqueen
707,0.4 m (1′04″),7.0 kg (15.4 lbs),"235 (30.7% with PokéBall, full HP)",50 (normal),55,Medium Slow,"Field, Monster","0% male, 100% female","20 (4,884–5,140 steps)",55,220,314,47,89,212,52,98,223,40,76,196,40,76,196,41,78,199,nidoran♀ (female) nidoran♀,Indeedee Female,Psychic,,Purple,Upright,,,,,,nidoran female nidoran
708,0.5 m (1′08″),9.0 kg (19.8 lbs),"235 (30.7% with PokéBall, full HP)",50 (normal),55,Medium Slow,"Field, Monster","100% male, 0% female","20 (4,884–5,140 steps)",46,202,296,57,107,234,40,76,196,40,76,196,40,76,196,50,94,218,nidoran♂ (male) nidoran♂,Calyrex Shadow Rider,Psychic,,Green,Humanoid,,,,,,nidoran male nidoran
709,0.8 m (2′07″),20.0 kg (44.1 lbs),"120 (15.7% with PokéBall, full HP)",50 (normal),128,Medium Slow,Undiscovered,"0% male, 100% female","20 (4,884–5,140 steps)",70,250,344,62,116,245,67,125,256,55,103,229,55,103,229,56,105,232,nidorina,Nidorina,Poison,,Blue,Quadruped,False,False,False,False,False,nidorina
710,0.9 m (2′11″),19.5 kg (43.0 lbs),"120 (15.7% with PokéBall, full HP)",50 (normal),128,Medium Slow,"Field, Monster","100% male, 0% female","20 (4,884–5,140 steps)",61,232,326,72,134,267,57,107,234,55,103,229,55,103,229,65,121,251,nidorino,Nidorino,Poison,,Purple,Quadruped,False,False,False,False,False,nidorino
711,1.2 m (3′11″),55.5 kg (122.4 lbs),"45 (5.9% with PokéBall, full HP)",0 (lower than normal),257,Slow,Undiscovered,Genderless,"120 (30,584–30,840 steps)",109,328,422,53,99,225,47,89,212,127,233,388,131,240,397,103,189,335,nihilego,Nihilego,Rock,Poison,White,Tentacles,False,False,False,False,False,nihilego
